agent_model,year_integer,score/welfare/AUS,score/welfare/ENG,score/welfare/FRA,score/welfare/GER,score/welfare/ITA,score/welfare/RUS,score/welfare/TUR,score/centers/AUS,score/centers/ENG,score/centers/FRA,score/centers/GER,score/centers/ITA,score/centers/RUS,score/centers/TUR,score/units/AUS,score/units/ENG,score/units/FRA,score/units/GER,score/units/ITA,score/units/RUS,score/units/TUR
gpt-4-base,5,8.0,7.0,13.0,5.0,3.0,14.0,13.0,1.0,4.0,6.0,5.0,2.0,6.0,7.0,0.0,4.0,0.0,0.0,2.0,4.0,0.0
gpt-4-base,6,8.0,7.0,18.0,8.0,3.0,20.0,18.0,1.0,5.0,6.0,3.0,3.0,8.0,5.0,1.0,5.0,1.0,0.0,3.0,2.0,0.0
gpt-4-base,7,10.0,7.0,24.0,10.0,3.0,25.0,21.0,2.0,5.0,6.0,3.0,2.0,9.0,4.0,0.0,5.0,0.0,1.0,2.0,4.0,1.0
gpt-4-base,8,10.0,8.0,28.0,11.0,4.0,28.0,25.0,1.0,6.0,5.0,3.0,4.0,8.0,4.0,1.0,5.0,1.0,2.0,3.0,5.0,0.0
gpt-4-base,9,11.0,12.0,32.0,13.0,6.0,30.0,27.0,1.0,6.0,4.0,4.0,5.0,8.0,4.0,0.0,2.0,0.0,2.0,3.0,6.0,2.0
gpt-4-base,10,11.0,18.0,33.0,14.0,11.0,34.0,31.0,0.0,6.0,4.0,4.0,6.0,8.0,4.0,0.0,0.0,3.0,3.0,1.0,4.0,0.0
gpt-4-base,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
gpt-4-base,1,1.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,3.0,4.0,4.0,4.0,6.0,3.0,2.0,3.0,3.0,4.0,4.0,0.0,3.0
gpt-4-base,2,1.0,1.0,3.0,3.0,1.0,11.0,1.0,3.0,4.0,5.0,6.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,0.0,3.0
gpt-4-base,3,2.0,3.0,8.0,8.0,2.0,14.0,3.0,3.0,4.0,6.0,5.0,5.0,3.0,6.0,2.0,2.0,1.0,0.0,4.0,0.0,4.0
gpt-4-base,4,4.0,4.0,14.0,10.0,4.0,17.0,6.0,2.0,5.0,6.0,4.0,6.0,3.0,6.0,0.0,4.0,0.0,2.0,4.0,0.0,3.0
gpt-4-base,5,4.0,5.0,19.0,11.0,6.0,20.0,9.0,1.0,5.0,6.0,4.0,7.0,3.0,6.0,1.0,4.0,1.0,3.0,5.0,0.0,3.0
gpt-4-base,6,5.0,8.0,25.0,12.0,9.0,23.0,13.0,1.0,5.0,6.0,4.0,7.0,3.0,6.0,0.0,2.0,0.0,3.0,4.0,0.0,2.0
gpt-4-base,7,6.0,12.0,29.0,12.0,11.0,26.0,18.0,1.0,6.0,5.0,4.0,6.0,3.0,7.0,0.0,2.0,1.0,4.0,4.0,0.0,2.0
gpt-4-base,8,6.0,17.0,34.0,16.0,12.0,29.0,21.0,1.0,6.0,6.0,4.0,7.0,3.0,6.0,1.0,1.0,1.0,0.0,6.0,0.0,3.0
gpt-4-base,9,6.0,22.0,39.0,20.0,13.0,32.0,24.0,1.0,6.0,6.0,4.0,7.0,3.0,6.0,1.0,1.0,1.0,0.0,6.0,0.0,3.0
gpt-4-base,9,7.0,28.0,44.0,23.0,15.0,34.0,26.0,1.0,6.0,6.0,4.0,8.0,3.0,5.0,0.0,0.0,1.0,1.0,6.0,1.0,3.0
gpt-4-base,10,8.0,31.0,48.0,25.0,22.0,36.0,31.0,1.0,5.0,6.0,4.0,8.0,4.0,5.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0
gpt-4-base,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
gpt-4-base,1,2.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,0.0,3.0,3.0,4.0,4.0
gpt-4-base,2,6.0,3.0,6.0,1.0,3.0,0.0,0.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,4.0
gpt-4-base,3,10.0,4.0,8.0,1.0,4.0,0.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,0.0,3.0,1.0,4.0,2.0,4.0,3.0
gpt-4-base,4,14.0,5.0,10.0,1.0,5.0,0.0,4.0,4.0,4.0,3.0,3.0,3.0,6.0,5.0,0.0,3.0,1.0,4.0,2.0,4.0,3.0
gpt-4-base,4,18.0,6.0,12.0,1.0,7.0,1.0,7.0,4.0,4.0,3.0,3.0,3.0,6.0,5.0,0.0,3.0,1.0,3.0,1.0,5.0,2.0
gpt-4-base,5,18.0,6.0,13.0,1.0,11.0,1.0,11.0,1.0,5.0,3.0,3.0,4.0,7.0,5.0,1.0,5.0,2.0,3.0,0.0,7.0,1.0
gpt-4-base,6,19.0,6.0,14.0,1.0,15.0,2.0,16.0,1.0,5.0,3.0,4.0,4.0,7.0,5.0,0.0,5.0,2.0,4.0,0.0,6.0,0.0
gpt-4-base,7,19.0,6.0,16.0,3.0,18.0,10.0,19.0,1.0,4.0,4.0,4.0,4.0,8.0,4.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0
gpt-4-base,8,21.0,6.0,17.0,8.0,20.0,14.0,22.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,0.0,4.0,3.0,0.0,2.0,1.0,2.0
gpt-4-base,9,22.0,6.0,17.0,13.0,24.0,17.0,24.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,0.0,0.0,2.0,3.0
gpt-4-base,10,23.0,6.0,17.0,16.0,28.0,19.0,26.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,5.0,4.0,1.0,0.0,3.0,3.0
