agent_model,year_integer,score/welfare/AUS,score/welfare/ENG,score/welfare/FRA,score/welfare/GER,score/welfare/ITA,score/welfare/RUS,score/welfare/TUR,score/centers/AUS,score/centers/ENG,score/centers/FRA,score/centers/GER,score/centers/ITA,score/centers/RUS,score/centers/TUR,score/units/AUS,score/units/ENG,score/units/FRA,score/units/GER,score/units/ITA,score/units/RUS,score/units/TUR
gpt-4-0613,6,19.0,10.0,13.0,19.0,21.0,13.0,18.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
gpt-4-0613,7,24.0,12.0,16.0,23.0,25.0,18.0,22.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
gpt-4-0613,8,28.0,15.0,19.0,27.0,29.0,23.0,25.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
gpt-4-0613,9,31.0,18.0,22.0,31.0,33.0,27.0,29.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
gpt-4-0613,10,35.0,21.0,25.0,35.0,37.0,32.0,33.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4-0613,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
gpt-4-0613,1,2.0,0.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0
gpt-4-0613,2,5.0,1.0,7.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0
gpt-4-0613,3,9.0,3.0,10.0,9.0,6.0,9.0,9.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
gpt-4-0613,4,13.0,6.0,14.0,13.0,9.0,14.0,13.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
gpt-4-0613,5,17.0,10.0,19.0,17.0,12.0,19.0,17.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4-0613,6,21.0,14.0,24.0,21.0,15.0,24.0,21.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4-0613,7,24.0,18.0,29.0,25.0,18.0,29.0,25.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4-0613,8,27.0,22.0,34.0,29.0,21.0,34.0,29.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4-0613,9,31.0,26.0,39.0,33.0,24.0,39.0,33.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4-0613,10,35.0,30.0,44.0,37.0,27.0,44.0,37.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4-0613,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
gpt-4-0613,1,2.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
gpt-4-0613,2,4.0,3.0,3.0,5.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0
gpt-4-0613,3,7.0,6.0,6.0,9.0,6.0,3.0,7.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
gpt-4-0613,4,11.0,9.0,9.0,13.0,9.0,6.0,12.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gpt-4-0613,5,15.0,12.0,12.0,17.0,12.0,10.0,17.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4-0613,6,19.0,15.0,15.0,21.0,15.0,14.0,22.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4-0613,7,23.0,18.0,18.0,25.0,18.0,18.0,27.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4-0613,8,27.0,21.0,21.0,29.0,21.0,22.0,32.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4-0613,9,31.0,24.0,24.0,33.0,24.0,26.0,37.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4-0613,10,35.0,27.0,27.0,37.0,27.0,30.0,42.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4-0613,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
gpt-4-0613,1,1.0,1.0,2.0,2.0,2.0,1.0,0.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0
gpt-4-0613,2,1.0,3.0,5.0,5.0,5.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0
gpt-4-0613,3,2.0,7.0,9.0,9.0,9.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0
gpt-4-0613,4,4.0,10.0,13.0,13.0,13.0,8.0,6.0,5.0,4.0,4.0,4.0,4.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0
gpt-4-0613,5,7.0,14.0,17.0,17.0,17.0,13.0,10.0,5.0,5.0,4.0,4.0,4.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
gpt-4-0613,6,11.0,19.0,21.0,21.0,21.0,19.0,13.0,5.0,5.0,4.0,4.0,4.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
gpt-4-0613,7,15.0,23.0,25.0,25.0,25.0,25.0,17.0,5.0,5.0,4.0,4.0,4.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
gpt-4-0613,8,19.0,28.0,29.0,29.0,29.0,31.0,20.0,5.0,5.0,4.0,4.0,4.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
gpt-4-0613,9,24.0,33.0,33.0,33.0,33.0,37.0,24.0,5.0,5.0,4.0,4.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4-0613,10,28.0,37.0,37.0,36.0,37.0,43.0,28.0,5.0,5.0,4.0,4.0,4.0,6.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
