agent_model,year_integer,score/welfare/AUS,score/welfare/ENG,score/welfare/FRA,score/welfare/GER,score/welfare/ITA,score/welfare/RUS,score/welfare/TUR,score/centers/AUS,score/centers/ENG,score/centers/FRA,score/centers/GER,score/centers/ITA,score/centers/RUS,score/centers/TUR,score/units/AUS,score/units/ENG,score/units/FRA,score/units/GER,score/units/ITA,score/units/RUS,score/units/TUR
claude-instant-1.2,2,0.0,0.0,1.0,2.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
claude-instant-1.2,3,0.0,0.0,1.0,5.0,0.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0
claude-instant-1.2,4,0.0,0.0,1.0,8.0,0.0,8.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0
claude-instant-1.2,5,0.0,0.0,1.0,11.0,0.0,11.0,7.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0
claude-instant-1.2,6,0.0,0.0,1.0,14.0,0.0,14.0,9.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0
claude-instant-1.2,7,0.0,0.0,2.0,18.0,0.0,17.0,12.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,1.0,0.0
claude-instant-1.2,8,0.0,0.0,3.0,22.0,0.0,21.0,15.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0
claude-instant-1.2,9,0.0,0.0,4.0,26.0,0.0,25.0,18.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0
claude-instant-1.2,10,0.0,0.0,5.0,30.0,0.0,29.0,21.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0
claude-instant-1.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
claude-instant-1.2,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0
claude-instant-1.2,2,0.0,1.0,1.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,2.0,4.0,3.0
claude-instant-1.2,3,1.0,2.0,1.0,6.0,4.0,0.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,0.0,1.0,4.0,2.0
claude-instant-1.2,4,3.0,3.0,3.0,9.0,6.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0
claude-instant-1.2,5,5.0,4.0,5.0,12.0,9.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0
claude-instant-1.2,6,7.0,6.0,7.0,14.0,12.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0
claude-instant-1.2,7,9.0,9.0,9.0,16.0,15.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0
claude-instant-1.2,8,11.0,12.0,11.0,19.0,18.0,5.0,6.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0
claude-instant-1.2,9,13.0,15.0,13.0,22.0,21.0,6.0,7.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0
claude-instant-1.2,10,16.0,18.0,15.0,25.0,24.0,6.0,8.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0
claude-instant-1.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
claude-instant-1.2,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
claude-instant-1.2,2,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0
claude-instant-1.2,3,0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0
claude-instant-1.2,4,0.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0
claude-instant-1.2,5,0.0,4.0,6.0,7.0,6.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0
claude-instant-1.2,6,0.0,6.0,8.0,10.0,8.0,6.0,7.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0
claude-instant-1.2,7,0.0,8.0,10.0,13.0,10.0,7.0,9.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0
claude-instant-1.2,8,0.0,10.0,12.0,16.0,12.0,9.0,11.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0
claude-instant-1.2,9,0.0,11.0,14.0,19.0,14.0,11.0,13.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0
claude-instant-1.2,10,0.0,12.0,16.0,22.0,16.0,12.0,14.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0
