agent_model,year_integer,score/welfare/AUS,score/welfare/ENG,score/welfare/FRA,score/welfare/GER,score/welfare/ITA,score/welfare/RUS,score/welfare/TUR,score/centers/AUS,score/centers/ENG,score/centers/FRA,score/centers/GER,score/centers/ITA,score/centers/RUS,score/centers/TUR,score/units/AUS,score/units/ENG,score/units/FRA,score/units/GER,score/units/ITA,score/units/RUS,score/units/TUR
llama-2-70b-chat,9,15.0,9.0,9.0,15.0,18.0,28.0,24.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0
llama-2-70b-chat,10,18.0,9.0,9.0,15.0,21.0,32.0,27.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0
llama-2-70b-chat,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
llama-2-70b-chat,1,3.0,3.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
llama-2-70b-chat,2,3.0,4.0,3.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,0.0,0.0,3.0,4.0,3.0
llama-2-70b-chat,3,6.0,5.0,6.0,9.0,6.0,8.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
llama-2-70b-chat,4,9.0,6.0,9.0,12.0,6.0,8.0,9.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0
llama-2-70b-chat,5,9.0,7.0,9.0,15.0,9.0,8.0,12.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,0.0,0.0,4.0,0.0
llama-2-70b-chat,6,12.0,8.0,12.0,18.0,9.0,8.0,15.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0
llama-2-70b-chat,7,12.0,9.0,12.0,21.0,9.0,8.0,15.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,0.0,3.0,4.0,3.0
llama-2-70b-chat,8,12.0,10.0,12.0,24.0,9.0,8.0,15.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,0.0,3.0,4.0,3.0
llama-2-70b-chat,9,12.0,11.0,12.0,27.0,9.0,8.0,15.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,0.0,3.0,4.0,3.0
llama-2-70b-chat,10,12.0,12.0,12.0,30.0,9.0,8.0,15.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,0.0,3.0,4.0,3.0
llama-2-70b-chat,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
llama-2-70b-chat,1,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama-2-70b-chat,2,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0
llama-2-70b-chat,3,7.0,5.0,6.0,6.0,6.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0
llama-2-70b-chat,4,7.0,6.0,9.0,6.0,6.0,12.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0
llama-2-70b-chat,5,10.0,9.0,9.0,9.0,9.0,12.0,9.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0
llama-2-70b-chat,6,10.0,12.0,12.0,9.0,9.0,16.0,12.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0
llama-2-70b-chat,7,10.0,15.0,15.0,12.0,12.0,16.0,15.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0
llama-2-70b-chat,8,10.0,18.0,18.0,15.0,15.0,20.0,18.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
llama-2-70b-chat,9,10.0,21.0,21.0,18.0,18.0,24.0,21.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
llama-2-70b-chat,10,10.0,24.0,24.0,21.0,21.0,24.0,24.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0
llama-2-70b-chat,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
llama-2-70b-chat,1,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
llama-2-70b-chat,2,2.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0
llama-2-70b-chat,3,5.0,7.0,2.0,6.0,6.0,8.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0
llama-2-70b-chat,4,5.0,10.0,2.0,6.0,6.0,12.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0
llama-2-70b-chat,5,8.0,12.0,5.0,6.0,9.0,16.0,8.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
llama-2-70b-chat,6,8.0,15.0,5.0,9.0,9.0,16.0,11.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0,0.0,3.0,4.0,0.0
llama-2-70b-chat,7,8.0,18.0,5.0,12.0,12.0,16.0,14.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0
llama-2-70b-chat,8,8.0,19.0,5.0,15.0,15.0,16.0,17.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,0.0,0.0,4.0,0.0
llama-2-70b-chat,9,8.0,20.0,5.0,18.0,15.0,16.0,20.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,0.0,3.0,4.0,0.0
llama-2-70b-chat,10,8.0,21.0,5.0,21.0,15.0,16.0,23.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,0.0,3.0,4.0,0.0
