"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","ID","Group","Job Type","Updated","End Time","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","agent_model","center_threshold","device","disable_completion_preface","disable_wandb","early_stop_max_years","exploiter_model","exploiter_powers","exploiter_prompt","fourbit_compute_dtype","log_level","manual_orders_path","map_name","max_completion_errors","max_message_rounds","max_years","no_press","no_press_policy","no_press_powers","num_exploiter_powers","num_prompt_ablations","num_super_exploiter_powers","output_folder","project","prompt_ablations","save","seed","summarizer_model","super_exploiter_powers","temperature","top_p","unit_threshold","_progress/hours_remaining","_progress/percent_done","_progress/year_fractional","benchmark/competence_score","benchmark/nash_social_welfare_baseline","benchmark/nash_social_welfare_baseline_smoothed","benchmark/nash_social_welfare_exploiter","benchmark/nash_social_welfare_exploiter_smoothed","benchmark/nash_social_welfare_global","benchmark/nash_social_welfare_global_smoothed","builds/game_build_ratio","builds/game_builds_avg","builds/game_disbands_avg","builds/phase_build_ratio","builds/phase_builds_num","builds/phase_disbands_num","combat/game_conflicts_avg","combat/game_conflicts_max","combat/game_conflicts_min","combat/game_conflicts_sum","combat/phase_conflicts_num","commands/avg_convoys_num","commands/avg_holds_num","commands/avg_moves_num","commands/avg_moves_ratio","commands/avg_supports_num","commands/avg_supports_ratio","commands/phase_convoy_num","commands/phase_hold_num","commands/phase_move_num","commands/phase_move_ratio","commands/phase_support_num","commands/phase_support_ratio","conquest/centers_owned_num","conquest/centers_owned_ratio","conquest/game_centers_gained_avg","conquest/game_centers_gained_sum","conquest/game_centers_lost_avg","conquest/game_centers_lost_sum","conquest/phase_centers_gained_num","conquest/phase_centers_lost_num","cost/completion_tokens_total","cost/estimated_token_cost_gpt4-usd","cost/prompt_tokens_total","fatal_exception_trace","messages/game_messages_per_completion","messages/game_public_ratio","messages/game_similarity_avg","messages/phase_message_per_completion","messages/phase_messages_total","messages/phase_public_ratio","messages/phase_similarity_avg","meta/year_fractional","model/game_completion_non_error_ratio","model/game_completion_time_sec_avg","model/game_num_completion_errors","model/phase_completion_non_error_ratio","model/phase_completion_time_sec_avg","model/phase_num_completion_errors","orders/game_valid_ratio","orders/phase_total_num","orders/phase_valid_num","orders/phase_valid_ratio","orders/phase_valid_ratio_type_A","orders/phase_valid_ratio_type_M","orders/phase_valid_ratio_type_R","power/baseline_mean","power/baseline_std","power/exploiter_mean","power/exploiter_std","power/global_mean","power/global_std","score/centers/AUS","score/centers/ENG","score/centers/FRA","score/centers/GER","score/centers/ITA","score/centers/RUS","score/centers/TUR","score/units/AUS","score/units/ENG","score/units/FRA","score/units/GER","score/units/ITA","score/units/RUS","score/units/TUR","score/welfare/AUS","score/welfare/ENG","score/welfare/FRA","score/welfare/GER","score/welfare/ITA","score/welfare/RUS","score/welfare/TUR","tokens/completion_tokens_avg","tokens/completion_tokens_max","tokens/completion_tokens_median","tokens/completion_tokens_min","tokens/prompt_tokens_avg","tokens/prompt_tokens_max","tokens/prompt_tokens_median","tokens/prompt_tokens_min","tokens/total_tokens_avg","tokens/total_tokens_max","tokens/total_tokens_median","tokens/total_tokens_min","usage/completion_tokens","usage/elapsed_time","usage/prompt_tokens","usage/total_tokens","welfare/max","welfare/mean","welfare/median","welfare/min","welfare/total","welfare_aggregation/max","welfare_aggregation/mean","welfare_aggregation/median","welfare_aggregation/min","welfare_aggregation/total","welfare_gain/game_avg_avg","welfare_gain/game_max_avg","welfare_gain/game_median_avg","welfare_gain/game_min_avg","welfare_gain/phase_avg","welfare_gain/phase_max","welfare_gain/phase_median","welfare_gain/phase_min"
"leafy-sweep-2","j7wwv2f8","finished","-","gabrielmukobi","","2023-09-16T23:30:12.000Z","2450","4uyfv6za","v27465j4","","","2023-09-17T00:11:02.000Z","2023-09-17T00:11:02.000Z","john5.stanford.edu","","2c66157266fd0c23d64c93157f0f70000a7cb733","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","none","false","1","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8570883909119204","","","","","0","0.0030435605442304613","0","0","1.8","0","0","1","0.2","1","0","2","1","0","17.1","0.4","0.023376623376623377","0.1","0.004545454545454545","0","13","1","0.07142857142857142","0","0","22","0.6470588235294118","0","0","0","0","0","0","92129","38.09145","1085457","","2.6507936507936507","0.04943792572709402","0.03782936430627966","2.7142857142857144","57","0.05263157894736842","0.03468417017355202","","1","6.665249399911789","0","1","7.08752653712318","0","0.9242063492063493","8","5","0.625","0.625","1","","","","","","2.5","0.4629100498862757","3","3","3","3","3","4","3","3","1","2","3","3","0","1","0","9","2","0","0","14","6","260.3333333333333","444","229","178","3803","4526","3770","3391","4063.3333333333335","4755","4003","3632","","","","","0","0","0","0","0","14","4.428571428571429","2","0","31","0.8857142857142858","2.8","0.4","0","1.2857142857142858","4","1","0"
"stellar-sweep-1","exv6297g","finished","-","gabrielmukobi","","2023-09-16T23:30:12.000Z","2510","4uyfv6za","uuvhblsi","","","2023-09-17T00:12:02.000Z","2023-09-17T00:12:02.000Z","john5.stanford.edu","","2c66157266fd0c23d64c93157f0f70000a7cb733","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","none","false","0","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8488300134868761","","","","","0","0.11221115933272796","0.0625","0.2","2","0","0","2","0.2","2","0","2","0","0","16.6","1.6","0.08583919692278826","0.2","0.010427807486631016","0","15","0","0","0","0","22","0.6470588235294118","0","0","0","0","0","0","94828","37.667820000000006","1065938","","2.247777777777778","0.02750102364327995","0.04588797930323756","2.380952380952381","50","0.04","0.05627132269706081","","0.9904761904761904","6.893858253766619","3","1","7.189304476692563","0","0.9089550264550263","6","6","1","1","0.9365079365079364","","","","","","2.5","0.3779644730092272","3","3","3","3","3","4","3","2","2","1","3","2","2","1","5","1","5","0","4","5","7","277.85714285714283","365","285","164","3736.571428571429","4299","3731","3292","4014.428571428571","4621","3984","3576","","","","","0","0","0","0","0","7","3.857142857142857","5","0","27","0.7714285714285714","1.4","0.6","0","1.2857142857142858","2","1","0"
"bright-sweep-55","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T21:29:20.000Z","2423","d91oieus","lzji2y7e","","","2023-09-16T22:09:43.000Z","2023-09-16T22:09:43.000Z","john11.stanford.edu","","2c66157266fd0c23d64c93157f0f70000a7cb733","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_phase_instructions","false","4","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.7489316974353094","","","","","0","0.00031203215396642464","0","0","0.2","","0","0","2.5","4","1","25","4","0","14.7","5.6","0.26212121212121214","1.1","0.05043290043290043","0","13","8","0.380952380952381","0","0","25","0.7352941176470589","0.6","3","0","0","1","0","93560","36.41079","1026573","","2.3460317460317457","0.069695534433015","0.04110048040161456","2.380952380952381","50","0.04","0.044088074182943894","","1","6.595614910125732","0","1","7.173117944172451","0","0.5115009746588695","43","0","0","0","0.984126984126984","","","","","","3.2857142857142856","0.6468132241526726","3","3","3","5","3","5","3","2","3","3","3","3","4","3","4","0","0","9","0","1","0","260.6190476190476","386","249","210","3796.285714285714","4429","3740","3362","4056.904761904762","4733","4018","3574","","","","","0","0","0","0","0","9","2","0","0","14","0.4","1.8","0","0","0.5714285714285714","2","0","0"
"astral-sweep-54","3bx3eabx","finished","-","gabrielmukobi","","2023-09-16T20:50:14.000Z","2536","d91oieus","vbjjjakf","","","2023-09-16T21:32:30.000Z","2023-09-16T21:32:30.000Z","john11.stanford.edu","","8d849af0928cdb8ed0416f950d02c9426da62bc4","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_phase_instructions","false","3","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.7075054056710405","","","","","0","0.0000010000000000000004","NaN","0","0","","0","0","2.7","5","1","27","3","0","14.6","5.2","0.23636363636363633","2.2","0.1","0","15","5","0.2272727272727273","2","0.09090909090909093","22","0.6470588235294118","0","0","0","0","0","0","95769","36.29532","1018306","","2.7209523809523812","0.024468525667503817","0.03736799853217324","2.952380952380953","62","0.016129032258064516","0.04887321117858258","","0.980952380952381","6.9459790700201","6","1","7.21390514146714","0","0.49450501253132834","48","0","0","0","0.9603174603174602","","","","","","3.142857142857143","0.3499271061118826","3","3","3","3","3","4","3","3","3","3","3","3","4","3","0","0","0","0","0","0","0","264.9047619047619","334","265","198","3794.619047619048","4241","3819","3356","4059.5238095238096","4529","4045","3589","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"bumbling-sweep-53","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T20:49:07.000Z","2409","d91oieus","iow76kjo","","","2023-09-16T21:29:16.000Z","2023-09-16T21:29:16.000Z","john11.stanford.edu","","910c5275fd29e18d431e3f24f7c9c8306e39903c","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_phase_instructions","false","2","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.6947465158903068","","","","","0","0.000005718607764386374","NaN","0","0","","0","0","1.6","4","0","16","1","0","14.6","6","0.2727272727272727","1.4","0.06363636363636363","0","18","3","0.13636363636363635","1","0.045454545454545456","23","0.6764705882352942","0.2","1","0","0","1","0","88200","34.44918","971906","","2.350846560846561","0.028181493463160383","0.047610385310315806","2.75","55","0","0.054206853801564904","","0.9746031746031746","6.555755454245068","8","0.9523809523809524","7.300429058074951","1","0.43316578483245144","36","0","0","0","0.5793650793650793","","","","","","3.2142857142857144","0.3642156795423418","3","3","4","3","3","4","3","3","3","3","3","3","4","3","0","0","1","0","0","0","0","265.95","438","269.5","176","3566.75","4149","3587","3108","3832.7","4453","3856","3284","","","","","0","0","0","0","0","1","0.14285714285714285","0","0","1","0.02857142857142857","0.2","0","0","0.14285714285714285","1","0","0"
"upbeat-sweep-52","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T20:06:11.000Z","2570","d91oieus","tm1mnc3z","","","2023-09-16T20:49:01.000Z","2023-09-16T20:49:01.000Z","john11.stanford.edu","","910c5275fd29e18d431e3f24f7c9c8306e39903c","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_phase_instructions","false","1","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.7340066396929142","","","","","0","0.000041156006654846464","NaN","0","0","","0","0","3.1","5","1","31","2","0","13.5","5.9","0.2681818181818182","2.6","0.11818181818181817","0","18","3","0.13636363636363635","1","0.045454545454545456","24","0.7058823529411765","0.4","2","0","0","1","0","93499","36.72654","1037220","","2.465555555555555","0.07154341565833852","0.042347688516302294","2.380952380952381","50","0.06","0.03997684910983743","","0.9841269841269842","7.072647299804385","5","1","6.96601296606518","0","0.5120105820105819","50","0","0","0","0.7777777777777777","","","","","","3.2857142857142856","0.5248906591678238","3","3","4","3","3","5","3","3","3","3","3","3","4","3","0","0","5","0","0","1","0","248.71428571428572","364","253","173","3664.285714285714","4278","3670","3211","3913","4531","3900","3535","","","","","0","0","0","0","0","5","0.8571428571428571","0","0","6","0.17142857142857143","1","0","0","0.2857142857142857","1","0","0"
"ethereal-sweep-51","3bx3eabx","finished","-","gabrielmukobi","","2023-09-16T20:05:12.000Z","2698","d91oieus","5gq7izqu","","","2023-09-16T20:50:10.000Z","2023-09-16T20:50:10.000Z","john11.stanford.edu","","910c5275fd29e18d431e3f24f7c9c8306e39903c","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_phase_instructions","false","0","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.7063186561174177","","","","","0","0.000006313852610533337","NaN","0","0","","0","0","3","4","0","30","3","0","13.7","7","0.3181818181818182","1.3","0.0590909090909091","0","16","4","0.18181818181818185","2","0.09090909090909093","23","0.6764705882352942","0.2","1","0","0","0","0","99602","37.10829","1037739","","2.468888888888889","0.032633809228807126","0.03968770940744294","2.761904761904762","58","0.06896551724137931","0.03705664618771321","","0.9904761904761904","7.428158953000629","3","1","8.071575902757191","0","0.4520091896407685","47","0","0","0","0.8730158730158729","","","","","","3.2142857142857144","0.5248906591678238","3","3","3","3","3","5","3","3","3","3","3","3","4","3","0","0","0","0","0","2","0","298.3333333333333","381","306","173","3862.5238095238096","4587","3827","3365","4160.857142857143","4968","4141","3538","","","","","0","0","0","0","0","2","0.2857142857142857","0","0","2","0.05714285714285714","0.4","0","0","0.14285714285714285","1","0","0"
"logical-sweep-50","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T19:29:41.000Z","2185","d91oieus","ipive02q","","","2023-09-16T20:06:06.000Z","2023-09-16T20:06:06.000Z","john11.stanford.edu","","bf0fb49a34756f44b29ff08d7875d62ea74910e7","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_unit_adjacencies","false","4","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8543583123485085","","","","","0","0.13302949388329705","0","0","1.6","","0","0","0.1","1","0","1","0","0","17.1","0.1","0.004545454545454545","0","0","0","14","0","0","0","0","22","0.6470588235294118","0","0","0","0","0","0","84162","32.9511","930046","","1.997142857142857","0.04855876935368063","0.047038014637065806","2.619047619047619","55","0.18181818181818185","0.04023378753358682","","0.9873015873015872","5.841426257330273","4","1","6.707722652526129","0","0.9287145262145262","5","4","0.8","0.8","0.9761904761904762","","","","","","2.5714285714285716","0.4948716593053935","3","3","3","3","3","4","3","2","1","2","1","2","3","3","4","8","5","9","4","2","0","256.6666666666667","389","244","188","3495.5238095238096","4265","3429","2936","3752.190476190476","4654","3747","3180","","","","","0","0","0","0","0","9","4.571428571428571","4","0","32","0.9142857142857144","1.8","0.8","0","1.1428571428571428","2","1","0"
"super-sweep-49","3bx3eabx","finished","-","gabrielmukobi","","2023-09-16T19:26:27.000Z","2319","d91oieus","xx9ka9a7","","","2023-09-16T20:05:06.000Z","2023-09-16T20:05:06.000Z","john11.stanford.edu","","bf0fb49a34756f44b29ff08d7875d62ea74910e7","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_unit_adjacencies","false","3","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8401130822699451","","","","","0","0.00005718604905092911","0","0","0.8","0","0","1","0.2","1","0","2","0","0","19.4","0.3","0.014808612440191387","0.1","0.004545454545454545","0","19","0","0","0","0","22","0.6470588235294118","0","0","0","0","0","0","89086","34.08777","958087","","2.2168253968253966","0.01598432275450909","0.04726260638355158","2.142857142857143","45","0.022222222222222223","0.06088379676196168","","0.9968253968253968","6.286712302896711","1","1","7.1287935347784135","0","0.8764550264550265","4","4","1","1","0.9206349206349206","","","","","","2.857142857142857","0.2258769757263128","3","3","3","3","3","4","3","3","3","3","2","3","1","3","0","0","0","5","0","10","0","273.9047619047619","380","266","165","3423.4761904761904","3944","3402","2809","3697.380952380952","4321","3657","3047","","","","","0","0","0","0","0","10","2.142857142857143","0","0","15","0.42857142857142855","2","0","0","0.5714285714285714","3","0","0"
"icy-sweep-48","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T18:51:55.000Z","2259","d91oieus","hsfetkqi","","","2023-09-16T19:29:34.000Z","2023-09-16T19:29:34.000Z","john11.stanford.edu","","bf0fb49a34756f44b29ff08d7875d62ea74910e7","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_unit_adjacencies","false","2","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8240878729114024","","","","","1.1921078867716053","1.1921089907184563","0","0","2.4","","0","0","0.2","1","0","2","0","0","14.4","0.6","0.042720057720057714","0.2","0.01111111111111111","0","10","0","0","0","0","22","0.6470588235294118","0","0","0","0","0","0","85588","33.26829","937767","","2.123015873015873","0.08946513206563807","0.04853737496086618","2.047619047619047","43","0.023255813953488372","0.042623986939258944","","0.9904761904761904","6.079915928462195","3","1","5.812105292365665","0","0.8347286047286049","2","1","0.5","0.5","0.8888888888888888","","","","","","2.2857142857142856","0.5890150893739515","3","3","3","3","3","4","3","0","1","1","2","1","3","2","11","9","9","3","5","5","4","239.57142857142856","394","222","145","3231.3809523809523","4038","3193","2799","3470.9523809523807","4327","3398","3040","","","","","0","0","0","0","0","11","6.571428571428571","5","3","46","1.3142857142857145","2.2","1.4","0.6","1.7142857142857142","3","2","1"
"volcanic-sweep-47","3bx3eabx","finished","-","gabrielmukobi","","2023-09-16T18:46:55.000Z","2366","d91oieus","hh72rswj","","","2023-09-16T19:26:21.000Z","2023-09-16T19:26:21.000Z","john11.stanford.edu","","bf0fb49a34756f44b29ff08d7875d62ea74910e7","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_unit_adjacencies","false","1","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8569648633864319","","","","","0.8448399822528989","0.8448410735044036","0","0","1.6","0","0","1","0","0","0","0","0","0","17.6","0.5","0.024886363636363634","0.1","0.006666666666666666","0","15","0","0","0","0","23","0.6764705882352942","0.2","1","0","0","0","0","92157","34.49121","965393","","2.2728571428571427","0.021307641633728593","0.044533219487389405","2.619047619047619","55","0.01818181818181818","0.043755722430135195","","0.9936507936507936","6.350897762283446","2","1","7.054512137458438","0","0.9007732082732082","4","4","1","1","1","","","","","","2.642857142857143","0.5802884574739972","3","3","3","4","3","4","3","2","1","2","3","1","3","2","2","5","3","5","8","5","4","264.1904761904762","365","264","186","3576.904761904762","4183","3547","3198","3841.095238095238","4444","3844","3404","","","","","0","0","0","0","0","8","4.571428571428571","5","2","32","0.9142857142857144","1.6","0.8","0.4","1.2857142857142858","2","1","1"
"ancient-sweep-46","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T18:12:17.000Z","2374","d91oieus","2wuy0h99","","","2023-09-16T18:51:51.000Z","2023-09-16T18:51:51.000Z","john11.stanford.edu","","bf0fb49a34756f44b29ff08d7875d62ea74910e7","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_unit_adjacencies","false","0","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8616298371200332","","","","","0","0.15420694814566846","0.1","0.2","2.2","0.5","1","1","0.1","1","0","1","0","0","16.1","0.3","0.014354066985645932","0","0","0","12","0","0","0","0","22","0.6470588235294118","0","0","0","0","0","0","94941","35.302049999999994","986853","","2.273015873015873","0.04049075841438115","0.044298780833641735","2.4761904761904763","52","0.09615384615384616","0.04453729347848873","","1","6.418734885775853","0","1","7.211370536259243","0","0.937830687830688","5","5","1","1","1","","","","","","2.4285714285714284","0.31943828249996997","3","3","3","3","3","4","3","2","2","2","3","1","1","1","3","3","5","0","9","8","10","271.2857142857143","396","264","173","3531.5714285714284","4164","3498","3099","3802.857142857142","4560","3671","3295","","","","","0","0","0","0","0","10","5.428571428571429","5","0","38","1.085714285714286","2.2","0.8","0","1.4285714285714286","3","1","0"
"dauntless-sweep-45","3bx3eabx","finished","-","gabrielmukobi","","2023-09-16T18:06:02.000Z","2449","d91oieus","w878aya4","","","2023-09-16T18:46:51.000Z","2023-09-16T18:46:51.000Z","john11.stanford.edu","","bf0fb49a34756f44b29ff08d7875d62ea74910e7","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_sc_ownerships","false","4","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8626880381782343","","","","","0","0.02013990217439912","0","0","1.6","","0","0","0","0","0","0","0","0","17","0.6","0.028708133971291867","0.2","0.009808612440191388","0","14","0","0","0","0","22","0.6470588235294118","0","0","0","0","0","0","90317","36.73362","1043820","","2.3901587301587304","0.08860810732326879","0.04070126793830431","2.65","53","0.09433962264150944","0.044453939802238725","","0.9936507936507936","6.519786145914169","2","0.9523809523809524","6.769138169288635","1","0.9473544973544974","2","2","1","1","1","","","","","","2.5714285714285716","0.31943828249996997","3","3","3","3","3","4","3","2","3","3","2","1","1","2","5","0","0","3","7","10","4","257.1","366","246","133","3669.1","4350","3638","3181","3926.2","4647","3924","3314","","","","","0","0","0","0","0","10","4.142857142857143","4","0","29","0.8285714285714285","2","0.8","0","1.1428571428571428","3","1","0"
"smooth-sweep-44","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T17:31:02.000Z","2472","d91oieus","hho9zo21","","","2023-09-16T18:12:14.000Z","2023-09-16T18:12:14.000Z","john11.stanford.edu","","bf0fb49a34756f44b29ff08d7875d62ea74910e7","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_sc_ownerships","false","3","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8881886087768441","","","","","0","0.021576850325344857","0","0","2","0","0","2","0","0","0","0","0","0","17.6","0.5","0.029148629148629143","0.3","0.013852813852813853","0","14","0","0","0","0","23","0.6764705882352942","0.2","1","0","0","0","0","90981","37.17564","1057226","","2.257142857142857","0.06526009138907721","0.041900113676779496","2.761904761904762","58","0.10344827586206896","0.04283803028655974","","1","6.657736821401686","0","1","7.855935142153785","0","0.988095238095238","8","8","1","1","1","","","","","","2.5","0.3779644730092272","3","3","3","4","3","4","3","1","3","3","1","1","1","2","3","0","0","7","9","9","4","282.3809523809524","481","273","210","3844.3333333333335","4530","3813","3182","4126.714285714285","4808","4110","3418","","","","","0","0","0","0","0","9","4.571428571428571","4","0","32","0.9142857142857144","2.2","1","0","1.5714285714285714","3","2","0"
"soft-sweep-43","3bx3eabx","finished","-","gabrielmukobi","","2023-09-16T17:23:42.000Z","2533","d91oieus","h7ie6s4b","","","2023-09-16T18:05:55.000Z","2023-09-16T18:05:55.000Z","john11.stanford.edu","","bf0fb49a34756f44b29ff08d7875d62ea74910e7","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_sc_ownerships","false","2","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8855227561109915","","","","","0","0.0003270244906820615","0","0","0.4","","0","0","0.1","1","0","1","0","0","19.8","1.2","0.056991341991342","0","0","0","19","1","0.05","0","0","23","0.6764705882352942","0.2","1","0","0","0","0","90567","35.455259999999996","1000708","","1.9592063492063496","0.019331861428134717","0.049669391963914705","2.1904761904761907","46","0.06521739130434782","0.043627326784908674","","0.9904761904761904","6.8962978503060715","3","1","7.512204726537068","0","0.9896214896214895","0","0","","","1","","","","","","3.0714285714285716","0.31943828249996997","3","3","3","4","3","4","3","3","2","3","3","3","3","3","0","5","0","5","0","2","0","264.3333333333333","404","254","173","3718.2380952380954","4143","3685","3306","3982.571428571429","4439","3969","3491","","","","","0","0","0","0","0","5","1.7142857142857142","0","0","12","0.34285714285714286","1","0","0","0.42857142857142855","1","0","0"
"fresh-sweep-42","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T16:49:32.000Z","2486","d91oieus","snqvca03","","","2023-09-16T17:30:58.000Z","2023-09-16T17:30:58.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_sc_ownerships","false","1","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8660154926167998","","","","","0","0.01856582156880383","0","0","1.6","","0","0","0.4","2","0","4","0","0","16.8","0.8","0.03943181818181818","0.2","0.01125","0","14","0","0","0","0","22","0.6470588235294118","0","0","0","0","0","0","91283","36.0276","1018354","","2.2361904761904765","0.047060352728078514","0.04385383563096024","2.142857142857143","45","0.06666666666666667","0.060044355127110864","","0.9936507936507936","6.710994471368336","2","1","6.816314061482747","0","0.957336860670194","2","2","1","1","0.898148148148148","","","","","","2.5714285714285716","0.49487165930539345","3","3","3","3","3","4","3","2","3","2","0","3","2","2","4","0","2","11","0","9","3","233.57142857142856","344","225","166","3662.285714285714","3958","3664","3336","3895.857142857142","4207","3884","3505","","","","","0","0","0","0","0","11","4.142857142857143","3","0","29","0.8285714285714285","2.2","0.6","0","1.1428571428571428","3","1","0"
"hardy-sweep-41","3bx3eabx","finished","-","gabrielmukobi","","2023-09-16T16:42:17.000Z","2480","d91oieus","refstd2a","","","2023-09-16T17:23:37.000Z","2023-09-16T17:23:37.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_sc_ownerships","false","0","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8699190787426082","","","","","0","0.10945077175154368","0","0","2.4","0","0","4","0.1","1","0","1","0","0","17.8","1","0.04818181818181818","0.2","0.01","0","14","0","0","0","0","22","0.6470588235294118","0","0","0","0","0","0","90948","36.04731","1019681","","2.0863492063492064","0.056679147024564266","0.046842263926374465","2.4285714285714284","51","0.058823529411764705","0.04991712575683768","","0.9968253968253968","6.707863428441304","1","1","7.320348319553194","0","0.965873015873016","12","12","1","1","0.9285714285714286","","","","","","2.2857142857142856","0.4517539514526257","3","3","3","3","3","4","3","1","0","1","3","2","1","2","4","7","5","0","3","7","1","277","408","282","162","3611.571428571429","4292","3601","3152","3888.571428571429","4700","3892","3402","","","","","0","0","0","0","0","7","3.857142857142857","4","0","27","0.7714285714285714","1.4","0.8","0","1.7142857142857142","3","2","0"
"classic-sweep-40","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T16:07:15.000Z","2531","d91oieus","cuck6oer","","","2023-09-16T16:49:26.000Z","2023-09-16T16:49:26.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","only_1_phase_order_history","false","4","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8608204392868258","","","","","0","0.18613667934314068","0","0","2.2","","0","0","0","0","0","0","0","0","13.9","1","0.05108225108225107","0.3","0.014646464646464649","0","11","0","0","0","0","22","0.6470588235294118","0","0","0","0","0","0","93669","36.405","1026162","","2.4360317460317455","0.05391765250623808","0.03907026935377942","2.5714285714285716","54","0.12962962962962962","0.03076496901818469","","0.9968253968253968","6.849305175940197","1","1","7.286811953499203","0","0.9385770975056688","0","0","","","1","","","","","","2.357142857142857","0.5150787536377128","3","3","3","3","3","4","3","3","0","1","1","2","2","2","0","12","8","9","5","7","4","266.42857142857144","388","248","188","3692.428571428571","4404","3674","3143","3958.857142857142","4713","3909","3347","","","","","0","0","0","0","0","12","6.428571428571429","7","0","45","1.2857142857142856","2.4","1.6","0","1.5714285714285714","3","2","0"
