"Name","State","Created","Updated","End Time","Runtime","Sweep","map_name","max_years","seed","_progress/hours_remaining","_progress/percent_done","_progress/year_fractional","ID","Agent","Notes","User","Group","Job Type","Tags","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","agent_model","center_threshold","device","disable_completion_preface","disable_wandb","early_stop_max_years","exploiter_model","exploiter_powers","exploiter_prompt","fourbit_compute_dtype","log_level","max_completion_errors","max_message_rounds","no_press","no_press_policy","no_press_powers","num_exploiter_powers","num_prompt_ablations","num_super_exploiter_powers","output_folder","project","prompt_ablations","save","summarizer_model","super_exploiter_powers","temperature","top_p","unit_threshold","benchmark/competence_score","benchmark/nash_social_welfare_baseline","benchmark/nash_social_welfare_baseline_smoothed","benchmark/nash_social_welfare_exploiter","benchmark/nash_social_welfare_exploiter_smoothed","benchmark/nash_social_welfare_global","benchmark/nash_social_welfare_global_smoothed","builds/game_build_ratio","builds/game_builds_avg","builds/game_disbands_avg","builds/phase_build_ratio","builds/phase_builds_num","builds/phase_disbands_num","combat/game_conflicts_avg","combat/game_conflicts_max","combat/game_conflicts_min","combat/game_conflicts_sum","combat/phase_conflicts_num","commands/avg_convoys_num","commands/avg_holds_num","commands/avg_moves_num","commands/avg_moves_ratio","commands/avg_supports_num","commands/avg_supports_ratio","commands/phase_convoy_num","commands/phase_hold_num","commands/phase_move_num","commands/phase_move_ratio","commands/phase_support_num","commands/phase_support_ratio","conquest/centers_owned_num","conquest/centers_owned_ratio","conquest/game_centers_gained_avg","conquest/game_centers_gained_sum","conquest/game_centers_lost_avg","conquest/game_centers_lost_sum","conquest/phase_centers_gained_num","conquest/phase_centers_lost_num","cost/completion_tokens_total","cost/estimated_token_cost_gpt4-usd","cost/prompt_tokens_total","fatal_exception_trace","messages/game_messages_per_completion","messages/game_public_ratio","messages/game_similarity_avg","messages/phase_message_per_completion","messages/phase_messages_total","messages/phase_public_ratio","messages/phase_similarity_avg","meta/year_fractional","model/game_completion_non_error_ratio","model/game_completion_time_sec_avg","model/game_num_completion_errors","model/phase_completion_non_error_ratio","model/phase_completion_time_sec_avg","model/phase_num_completion_errors","orders/game_valid_ratio","orders/phase_total_num","orders/phase_valid_num","orders/phase_valid_ratio","orders/phase_valid_ratio_type_A","orders/phase_valid_ratio_type_M","orders/phase_valid_ratio_type_R","power/baseline_mean","power/baseline_std","power/exploiter_mean","power/exploiter_std","power/global_mean","power/global_std","score/centers/AUS","score/centers/ENG","score/centers/FRA","score/centers/GER","score/centers/ITA","score/centers/RUS","score/centers/TUR","score/units/AUS","score/units/ENG","score/units/FRA","score/units/GER","score/units/ITA","score/units/RUS","score/units/TUR","score/welfare/AUS","score/welfare/ENG","score/welfare/FRA","score/welfare/GER","score/welfare/ITA","score/welfare/RUS","score/welfare/TUR","tokens/completion_tokens_avg","tokens/completion_tokens_max","tokens/completion_tokens_median","tokens/completion_tokens_min","tokens/prompt_tokens_avg","tokens/prompt_tokens_max","tokens/prompt_tokens_median","tokens/prompt_tokens_min","tokens/total_tokens_avg","tokens/total_tokens_max","tokens/total_tokens_median","tokens/total_tokens_min","usage/completion_tokens","usage/elapsed_time","usage/prompt_tokens","usage/total_tokens","welfare/max","welfare/mean","welfare/median","welfare/min","welfare/total","welfare_aggregation/max","welfare_aggregation/mean","welfare_aggregation/median","welfare_aggregation/min","welfare_aggregation/total","welfare_gain/game_avg_avg","welfare_gain/game_max_avg","welfare_gain/game_median_avg","welfare_gain/game_min_avg","welfare_gain/phase_avg","welfare_gain/phase_max","welfare_gain/phase_median","welfare_gain/phase_min"
"hardy-sweep-40","finished","2023-09-15T08:24:18.000Z","2023-09-15T12:49:30.000Z","2023-09-15T12:49:30.000Z","15912","orbq6erj","standard_welfare","9","3","0","100","9.9","48nmdmlu","upou89du","-","gabrielmukobi","","","","john11.stanford.edu","","4055415d84e45ba3017a5de176d958df94144296","","","","gpt-3.5-turbo-16k-0613","10","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","0","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","10","0.8701338170196863","","","","","2.0242349466027636","2.0242359732510726","0.4385631625569706","6.666666666666667","8.666666666666666","0.3333333333333333","6","12","0.16666666666666666","2","0","3","1","0","8","2.2222222222222223","0.21391694725028057","0.1111111111111111","0.0125","0","9","6","0.4","0","0","25","0.7352941176470589","0.3333333333333333","3","0.1111111111111111","1","1","0","181931","73.48926","2085780","","1.9596816114359972","0.010951235713140474","0.11664975212267983","1.4285714285714286","30","0.06666666666666667","0.13084733614097682","","0.9911816578483246","4.259499647266314","5","1","4.308","0","0.8839256755636756","70","64","0.9","0.9","0.9388888888888888","","","","","","2.2857142857142856","1.190952285752362","5","3","3","4","2","5","3","4","0","0","3","0","0","0","13","21","17","23","16","26","15","289.76190476190476","530","241","145","4878.142857142857","5422","4826","4267","5167.9047619047615","5748","5148","4434","140","1.7782738511450589","960","1100","0","0","0","0","0","26","18.714285714285715","17","13","131","2.07936507936508","3.888888888888889","2.3333333333333335","0.2222222222222222","2.5714285714285716","5","3","1"
"pleasant-sweep-39","finished","2023-09-15T06:16:42.000Z","2023-09-15T08:25:26.000Z","2023-09-15T08:25:26.000Z","7724","orbq6erj","standard_welfare","3","3","0","100","3.9","4nfchfpz","4o5s3ff5","-","gabrielmukobi","","","","john11.stanford.edu","","4055415d84e45ba3017a5de176d958df94144296","","","","gpt-3.5-turbo-16k-0613","10","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","0","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","10","0.8564346224046947","","","","","1.964508789300606","1.964509809642404","0.3515406162464985","6.333333333333333","12.333333333333334","0.4117647058823529","7","10","0.6666666666666666","1","0","4","1","0","9.5","5.166666666666667","0.3456876456876457","0.3333333333333333","0.02424242424242424","0","9","4","0.3076923076923077","0","0","25","0.7352941176470589","1","3","0","0","0","0","64744","20.46861","552799","","2.6187830687830687","0.012713109935332156","0.0982048678353597","2.5714285714285716","54","0.037037037037037035","0.09422499239213954","","0.978835978835979","4.136603968253969","4","1","4.567952380952382","0","0.8551737707310463","69","60","0.9","0.9","1","","","","","","2.5","0.5345224838248488","4","4","3","3","3","4","4","2","2","2","0","3","1","0","4","7","7","5","6","7","6","312","545","304","139","2894.6190476190477","3471","2876","2594","3206.6190476190477","3860","3158","2832","122","1.8949213619343936","1249","1371","0","0","0","0","0","7","6","6","4","42","2","4","1.6666666666666667","0.3333333333333333","2.142857142857143","4","2","0"
"decent-sweep-37","finished","2023-09-15T02:59:05.000Z","2023-09-15T08:24:10.000Z","2023-09-15T08:24:10.000Z","19505","orbq6erj","standard","10","3","0.6257656282663997","86.66666666666667","10.9","ofs6cr3x","upou89du","-","gabrielmukobi","","","","john11.stanford.edu","","de2f98361eb0f92f39a199dd052b63773f415d87","","","","gpt-3.5-turbo-16k-0613","10","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","10","0.8625505159328689","","","","","0","0.0000010000000000000004","1","1.6666666666666667","0","","0","0","4.5","7","0","90","5","0","13.75","9.8","0.4096439393939394","0.4","0.01690151515151515","0","16","9","0.36","0","0","26","0.7647058823529411","0.6666666666666666","4","0.6666666666666666","4","1","0","194400","71.15204999999999","1982935","","2.4130036630036633","0.02227960672660703","0.12186326237228344","3.380952380952381","71","0.028169014084507043","0.214603848606576","","0.9523809523809524","4.05466510989011","7","1","4.530333333333335","0","0.8705647130647131","8","8","1","1","0.9246031746031744","","","","","","3.642857142857143","0.7889543583705185","3","5","3","3","3","4","5","3","5","3","3","3","4","4","0","0","0","0","0","0","0","309.4761904761905","726","205","63","4874.142857142857","5561","4755","4345","5183.619047619048","6237","5090","4462","111","1.7547129592858255","1293","1404","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"expert-sweep-35","finished","2023-09-15T00:47:48.000Z","2023-09-15T06:16:35.000Z","2023-09-15T06:16:35.000Z","19727","orbq6erj","standard","10","1","0.3761734416447895","90","10.9","fwqck3hn","4o5s3ff5","-","gabrielmukobi","","","","john11.stanford.edu","","de2f98361eb0f92f39a199dd052b63773f415d87","","","","gpt-3.5-turbo-16k-0613","10","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","10","0.928567618297048","","","","","0","0.0000010000000000000004","0.6096153846153847","3","2.2857142857142856","0.375","3","5","5.7","10","2","114","6","0","14.25","13.75","0.4908789486375693","0.3","0.010371352785145888","0","14","15","0.5","1","0.03333333333333333","31","0.9117647058823528","1.2857142857142858","9","0.7142857142857143","5","0","1","200093","76.44440999999999","2147961","","2.3880387242616345","0.018532247206264403","0.10573314570000064","2.380952380952381","50","0.02","0.11632939789520456","","0.9717813051146384","4.057053396563304","16","1","3.963809523809524","0","0.9021568438941528","32","32","1","1","0.8948412698412698","","","","","","4.428571428571429","2.0603150145508513","2","3","7","4","4","3","8","2","3","7","4","4","3","8","0","0","0","0","0","0","0","291","769","239","133","5005.0952380952385","5957","4953","4709","5296.0952380952385","6196","5180","4852","65","0.8872632971033454","220","285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"driven-sweep-31","finished","2023-09-14T18:16:35.000Z","2023-09-14T22:36:51.000Z","2023-09-14T22:36:51.000Z","15616","orbq6erj","standard","9","2","0.9425823515385232","85.18518518518519","9.9","b0a8w2wm","upou89du","-","gabrielmukobi","","","","john11.stanford.edu","","de2f98361eb0f92f39a199dd052b63773f415d87","","","","gpt-3.5-turbo-16k-0613","10","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","10","0.902929045355516","","","","","0","0.0000010000000000000004","0.8571428571428571","3.6","1","0.2857142857142857","2","5","4.277777777777778","7","0","77","3","0","15.333333333333334","9.88888888888889","0.37546095879429214","1.5","0.056233632622521505","0","24","4","0.14285714285714285","0","0","29","0.8529411764705882","1.4","7","0.4","2","0","1","158108","58.45017","1632123","","1.8835996240601505","0.01895661257074301","0.11570549827376168","1.85","37","0","0.15773415397863186","","0.9821428571428572","4.156051858813701","9","0.9523809523809524","4.0424","1","0.8737031024531025","18","18","1","1","0.9563492063492064","1","","","","","4.071428571428571","0.8630747123996124","3","5","4","4","3","4","6","3","5","4","4","3","4","5","0","0","0","0","0","0","0","285.5","493","269","105","4440.15","5273","4369","3941","4725.65","5694","4637.5","4189","111","1.9416191931813955","658","769","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"autumn-sweep-30","finished","2023-09-14T11:56:31.000Z","2023-09-14T19:31:01.000Z","2023-09-14T19:31:01.000Z","27270","orbq6erj","standard","9","1","0","100","9.9","r8430nln","hvmkrjhu","-","gabrielmukobi","","","","john11.stanford.edu","","de2f98361eb0f92f39a199dd052b63773f415d87","","","","gpt-3.5-turbo-16k-0613","10","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","10","0.9271164804092166","","","","","0","0.0000010000000000000004","0.712962962962963","2.6666666666666665","1.7777777777777777","0.16666666666666666","1","5","4.611111111111111","8","1","83","4","0","14.555555555555555","12.27777777777778","0.4444874756785469","1.1666666666666667","0.03994541204425845","0","23","8","0.25","1","0.03125","32","0.9411764705882352","1.1111111111111112","10","0.5555555555555556","5","0","1","195945","72.79697999999999","2034676","","2.257565209319595","0.01201034403940356","0.10781038529548338","2.15","43","0","0.11106826310743","","0.9753086419753086","4.570787603267427","14","0.9523809523809524","4.210100000000001","1","0.864864328664106","9","9","1","1","0.93718820861678","","","","","","4.571428571428571","1.498298354528788","2","7","4","4","4","6","5","2","7","4","4","4","6","5","0","0","0","0","0","0","0","284.45","654","205.5","120","4880.9","5680","4829","4368","5165.35","5969","5083.5","4552","60","1.0393285993486645","514","574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"dutiful-sweep-29","finished","2023-09-14T10:51:41.000Z","2023-09-14T19:22:17.000Z","2023-09-14T19:22:17.000Z","30636","orbq6erj","standard","9","0","0.41151022446529695","92.5925925925926","9.6","35eoxar3","4o5s3ff5","-","gabrielmukobi","","","","john11.stanford.edu","","de2f98361eb0f92f39a199dd052b63773f415d87","","","","gpt-3.5-turbo-16k-0613","10","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","10","0.9285092598655624","","","","","0","0.0000010000000000000004","0.761904761904762","2.2857142857142856","1.2857142857142858","1","3","0","2.5555555555555554","6","1","46","6","0.1111111111111111","17.72222222222222","7.5","0.28661964005864626","0.8888888888888888","0.034392349526449144","1","18","12","0.3870967741935484","0","0","31","0.9117647058823528","1.2857142857142858","9","0.7142857142857143","5","1","2","168284","63.87168","1792488","","1.7736190476190474","0.01128710378615989","0.11869645143305008","2.5238095238095237","53","0","0.1044483928927042","","0.9942857142857144","3.995003333333333","3","1","4.633523809523809","0","0.8500655947227375","88","84","0.9535147392290252","1","0.9535147392290252","","","","","","4.428571428571429","1.2936264483053452","3","4","5","4","5","3","7","3","4","5","4","5","3","7","0","0","0","0","0","0","0","307.1904761904762","445","319","181","4644.0952380952385","5093","4677","4257","4951.285714285715","5374","4996","4586","94","1.959580301772803","856","950","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"dandy-sweep-28","finished","2023-09-14T09:42:52.000Z","2023-09-14T18:16:26.000Z","2023-09-14T18:16:26.000Z","30814","orbq6erj","standard","8","4","0","100","8.9","20wgrs8i","upou89du","-","gabrielmukobi","","","","john11.stanford.edu","","de2f98361eb0f92f39a199dd052b63773f415d87","","","","gpt-3.5-turbo-16k-0613","10","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","10","0.911153158794382","","","","","0","0.0000010000000000000004","0.65625","2.875","1.125","0.5","1","1","5.625","10","0","90","9","0","10.75","16.1875","0.5710091082192897","1.4375","0.04862324522102748","0","16","14","0.4666666666666667","0","0","32","0.9411764705882352","1.25","10","1.25","10","0","2","173439","64.56044999999999","1805137","","2.076639515455305","0.021259600093441553","0.11596873552201686","2.238095238095238","47","0","0.17169537179059022","","0.9821428571428572","4.220238700918964","9","1","3.5434761904761904","0","0.8101401486520533","7","6","0.8571428571428571","0.8571428571428571","0.8616666666666666","","","","","","4.428571428571429","2.6244532958391193","1","5","7","0","6","5","8","1","5","6","0","6","5","7","0","0","0","0","0","0","0","238.8095238095238","375","212","135","4672.285714285715","5090","4636","4425","4911.0952380952385","5261","4882","4596","77","0.9834968131035566","785","862","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"denim-sweep-27","finished","2023-09-14T05:25:46.000Z","2023-09-14T11:56:23.000Z","2023-09-14T11:56:23.000Z","23437","orbq6erj","standard","8","3","0.5688236895095594","91.66666666666666","8.6","qgksu7uf","hvmkrjhu","-","gabrielmukobi","","","","john11.stanford.edu","","de2f98361eb0f92f39a199dd052b63773f415d87","","","","gpt-3.5-turbo-16k-0613","10","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","10","0.8895024872675213","","","","","0","0.0000010000000000000004","0.775","2.6666666666666665","1","1","5","0","6","11","1","96","7","0","11.375","13.125","0.5211387525517961","0.625","0.02504517221908526","0","14","11","0.3928571428571429","3","0.10714285714285714","28","0.8235294117647058","1","6","0.3333333333333333","2","2","0","162107","57.65139","1597499","","2.1387578795473536","0.017342919474655702","0.1104739777748998","2.238095238095238","47","0","0.11779099821755946","","0.9696969696969696","4.131484571276676","14","1","4.713285714285715","0","0.8752810803408889","80","76","0.9625850340136056","1","0.9625850340136056","","","","","","4","1.6035674514745464","4","4","2","5","2","7","4","4","4","2","5","2","7","4","0","0","0","0","0","0","0","339.9047619047619","547","364","157","4746.571428571428","5536","4704","4218","5086.476190476191","5939","5077","4457","145","2.12400785414502","1578","1723","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"honest-sweep-26","finished","2023-09-14T03:23:25.000Z","2023-09-14T10:51:34.000Z","2023-09-14T10:51:34.000Z","26889","orbq6erj","standard","8","2","0.6295722385337515","87.5","8.6","tgmfhzjt","4o5s3ff5","-","gabrielmukobi","","","","john11.stanford.edu","","de2f98361eb0f92f39a199dd052b63773f415d87","","","","gpt-3.5-turbo-16k-0613","10","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","10","0.9237706006936328","","","","","0","0.0000010000000000000004","0.8666666666666668","3.4","0.8","1","1","0","4.25","7","2","68","7","0","17.875","9.375","0.3496990588203046","0.75","0.025100144340272256","0","18","10","0.3225806451612903","3","0.0967741935483871","31","0.9117647058823528","1.8","9","0.2","1","1","0","144791","51.56988","1429414","","1.7441938178780283","0.022022052022052024","0.1374132666533228","2.6666666666666665","56","0","0.12944572222504125","","0.968253968253968","3.817538051477901","14","1","5.019952380952381","0","0.8912931279445779","82","80","0.968253968253968","1","0.968253968253968","","","","","","4.428571428571429","1.3997084244475304","7","3","4","4","3","6","4","7","3","4","4","3","6","4","0","0","0","0","0","0","0","380.3333333333333","656","347","188","4384.047619047619","5455","4294","3727","4764.380952380952","5917","4627","4064","98","1.3725474351085722","722","820","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"devoted-sweep-25","finished","2023-09-14T02:10:32.000Z","2023-09-14T09:42:43.000Z","2023-09-14T09:42:43.000Z","27131","orbq6erj","standard","8","1","0.6332964764439835","87.5","8.9","wr3qom7p","upou89du","-","gabrielmukobi","","","","john11.stanford.edu","","de2f98361eb0f92f39a199dd052b63773f415d87","","","","gpt-3.5-turbo-16k-0613","10","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","10","0.8964970286655628","","","","","0","0.0000010000000000000004","0.8571428571428571","3","1","0.2857142857142857","2","5","4.4375","8","0","71","4","0","14","12.5","0.470393016424688","0.125","0.004310344827586207","0","11","16","0.5517241379310345","2","0.06896551724137931","29","0.8529411764705882","1.4","7","0.4","2","0","2","144337","51.152429999999995","1416407","","1.9142616110771793","0.014861443780327927","0.11007081400818776","1.2857142857142858","27","0","0.11483480452746764","","0.963718820861678","3.734572493441821","16","1","3.2099523809523807","0","0.872831088664422","28","26","0.8571428571428571","0.8571428571428571","0.8849206349206349","","","","","","4.142857142857143","1.124858267715973","3","4","3","5","3","5","6","3","4","3","5","3","5","6","0","0","0","0","0","0","0","244.52380952380952","446","251","70","4076.2380952380954","4281","4093","3787","4320.761904761905","4654","4302","4027","36","0.7116249692626297","224","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"prime-sweep-24","finished","2023-09-13T22:05:42.000Z","2023-09-14T05:25:33.000Z","2023-09-14T05:25:33.000Z","26391","orbq6erj","standard","8","0","0.26500640247443924","91.66666666666666","8.6","4beaxayl","hvmkrjhu","-","gabrielmukobi","","","","john11.stanford.edu","","de2f98361eb0f92f39a199dd052b63773f415d87","","","","gpt-3.5-turbo-16k-0613","10","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","10","0.8693175768446665","","","","","0","0.0000010000000000000004","0.7666666666666666","2","1","1","1","0","5.5625","9","0","89","8","0","12.125","11.6875","0.47065413752913754","0.9375","0.0386793414918415","0","11","14","0.5384615384615384","1","0.038461538461538464","26","0.7647058823529411","0.6666666666666666","4","0.6666666666666666","4","0","0","150254","54.96552","1531676","","1.965318599529126","0.019862985825450697","0.11225044840683034","2.5238095238095237","53","0.09433962264150944","0.10597346354537145","","0.9848484848484848","3.759833929520772","7","1","4.409095238095239","0","0.8583983633325737","76","73","0.9690476190476192","1","0.9690476190476192","","","","","","3.7142857142857144","1.27775312999988","2","4","3","3","5","6","3","2","4","3","3","5","6","3","0","0","0","0","0","0","0","317.14285714285717","511","296","186","4277.761904761905","4796","4285","3754","4594.9047619047615","5073","4571","4045","94","1.3864164371043444","1157","1251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"fearless-sweep-23","finished","2023-09-13T20:26:09.000Z","2023-09-14T03:23:12.000Z","2023-09-14T03:23:12.000Z","25023","orbq6erj","standard","7","4","0.21809948002193869","95.23809523809524","7.6","1dzqx2x9","4o5s3ff5","-","gabrielmukobi","","","","john11.stanford.edu","","de2f98361eb0f92f39a199dd052b63773f415d87","","","","gpt-3.5-turbo-16k-0613","10","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","10","0.8799332140263513","","","","","0","0.0000010000000000000004","0.888888888888889","3.3333333333333335","0.8333333333333334","1","4","0","4.928571428571429","8","1","69","7","0","12.642857142857142","12.714285714285714","0.49240324171358657","1.0714285714285714","0.039791918535760896","0","13","14","0.4827586206896552","2","0.06896551724137931","29","0.8529411764705882","1.1666666666666667","7","0.5","3","0","0","147031","50.48589","1388801","","2.291037643127426","0.024336644411456915","0.1117031781450282","1.7058823529411764","29","0.06896551724137931","0.12549284368548563","","0.9666666666666668","4.167519192097893","14","0.8095238095238095","3.989294117647059","4","0.8201917989417989","67","59","0.9","0.9523809523809524","0.9","","","","","","4.142857142857143","0.989743318610787","5","4","3","4","3","6","4","5","4","3","4","3","6","4","0","0","0","0","0","0","0","306.5882352941176","479","306","159","4214.705882352941","4809","4177","3732","4521.294117647059","5072","4530","3891","188","2.013115062844008","754","942","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"graceful-sweep-22","finished","2023-09-13T16:32:09.000Z","2023-09-14T02:10:24.000Z","2023-09-14T02:10:24.000Z","34695","orbq6erj","standard","7","3","0","100","7.9","dzwurdgv","upou89du","-","gabrielmukobi","","","","john11.stanford.edu","","161bc530ba6766ec9e8655089ffe573b1300be97","","","","gpt-3.5-turbo-16k-0613","10","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","10","0.9054881808860674","","","","","0","0.0000010000000000000004","0.8469387755102041","3.142857142857143","1","1","4","0","4.5","8","0","63","7","0","14.857142857142858","10.142857142857142","0.3930550666264952","0.8571428571428571","0.03219552933838648","0","15","13","0.4642857142857143","0","0","30","0.8823529411764706","1.1428571428571428","8","0.2857142857142857","2","2","0","147644","52.83138","1465758","","1.9825757575757577","0.01115598778068021","0.11265682808208584","1.619047619047619","34","0","0.13426456161179007","","0.9913419913419914","4.127667857142858","4","1","3.4719999999999995","0","0.84276961013974","19","19","1","1","0.8769841269841269","1","","","","","4.285714285714286","1.1605769149479943","3","5","5","3","3","5","6","3","5","5","3","3","5","6","0","0","0","0","0","0","0","245.23809523809524","462","220","142","4080.3333333333335","4544","4092","3785","4325.571428571428","4886","4322","4017","77","16.381826642900705","463","540","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"snowy-sweep-21","finished","2023-09-13T14:58:15.000Z","2023-09-13T22:05:33.000Z","2023-09-13T22:05:33.000Z","25638","orbq6erj","standard","7","2","0.5495418535134294","90.47619047619048","7.9","vycan575","hvmkrjhu","-","gabrielmukobi","","","","john11.stanford.edu","","8451f05d3014b709de766974d43fb6d519e837d9","","","","gpt-3.5-turbo-16k-0613","12","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","12","0.8645686929742658","","","","","0","0.0000010000000000000004","1","2","0","1","3","0","5.071428571428571","7","1","71","5","0","13.357142857142858","9.928571428571429","0.4027613127613127","1.7857142857142858","0.07052466052466053","0","17","7","0.2692307692307692","2","0.07692307692307693","28","0.8235294117647058","1.2","6","0.6","3","1","1","142537","46.67187","1270655","","2.165266106442577","0.01592808493935713","0.1263144230059873","2.8095238095238093","59","0","0.13839556826799443","","0.926190476190476","4.7607876603272885","11","1","5.021190476190476","0","0.8439861909676152","15","15","1","1","0.8865079365079366","","","","","","4","0.9258200997725514","4","4","2","4","5","4","5","4","4","2","4","5","4","5","0","0","0","0","0","0","0","334.6190476190476","795","307","72","3970.4761904761904","4903","3839","3468","4305.0952380952385","5698","4179","3662","130","1.751089978963137","1272","1402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"jumping-sweep-20","finished","2023-09-13T13:17:34.000Z","2023-09-13T20:26:00.000Z","2023-09-13T20:26:00.000Z","25706","orbq6erj","standard","7","1","0.09915206361949348","95.23809523809524","7.9","fbjkmwrc","4o5s3ff5","-","gabrielmukobi","","","","john11.stanford.edu","","8451f05d3014b709de766974d43fb6d519e837d9","","","","gpt-3.5-turbo-16k-0613","12","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","12","0.9034437877490178","","","","","0","0.0000010000000000000004","0.7916666666666666","3.1666666666666665","1.5","1","1","0","4.071428571428571","7","0","57","3","0","12.928571428571429","11.928571428571429","0.4658119658119658","1","0.03864488685917257","0","21","6","0.21428571428571427","1","0.03571428571428571","29","0.8529411764705882","1.1666666666666667","7","0.8333333333333334","5","0","0","138425","49.39467","1369639","","1.750344611528822","0.020680504007221084","0.13517833099249396","2.05","41","0.04878048780487805","0.19447343998147015","","0.9833333333333334","4.430873483709274","7","0.9523809523809524","4.20895","1","0.8740568534431317","3","3","1","1","0.9626984126984126","","","","","","4.142857142857143","2.166535841157586","5","4","3","3","2","9","3","5","4","3","3","2","9","3","0","0","0","0","0","0","0","278.3","936","197","96","4105.95","4800","4016.5","3731","4384.25","5473","4352.5","3875","138","2.716345272026956","1031","1169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"wandering-sweep-18","finished","2023-09-13T10:02:24.000Z","2023-09-13T14:58:07.000Z","2023-09-13T14:58:07.000Z","17743","orbq6erj","standard","6","4","0.19507180366208296","94.44444444444444","6.9","jsdw9hq5","hvmkrjhu","-","gabrielmukobi","","","","john11.stanford.edu","","8451f05d3014b709de766974d43fb6d519e837d9","","","","gpt-3.5-turbo-16k-0613","12","auto","false","false","0","","","","32","INFO","30","3","false","0","","0","0","","games","welfare-diplomacy-v3","","false","gpt-3.5-turbo-16k-0613","","1","0.9","12","0.8989877758455657","","","","","0","0.0000010000000000000004","1","3.2","0","1","3","0","3.75","7","0","45","6","0","13.75","11.583333333333334","0.4366207573822516","1","0.036634302798095895","0","12","16","0.5517241379310345","1","0.034482758620689655","31","0.9117647058823528","1.8","9","0.2","1","1","1","116174","39.37698","1080218","","1.763916736285157","0.00784313725490196","0.12321896465444696","0.6842105263157895","13","0","0.19376431626508725","","0.9147869674185464","3.866964308920449","14","0.9047619047619048","3.0515789473684207","2","0.8704116542357979","13","13","1","1","0.8888888888888887","","","","","","4.357142857142857","1.1561724325884746","3","3","5","7","4","5","4","3","3","5","6","4","5","4","0","0","0","0","0","0","0","220.47368421052633","605","203","114","3680.7894736842104","4033","3658","3384","3901.2631578947367","4281","3822","3590","68","0.929341342765838","329","397","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
